id,name,domain,category_vi,latitude,longitude,address,district,province_new,description,search_text
LD_00166,Sunrise Village Hotel,Du lịch,khách sạn,10.9525486,108.2471744,"Hẻm 246 Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Sunrise Village Hotel là khách sạn tại Phan Thiết, Lâm Đồng.",Sunrise Village Hotel Du lịch khách sạn Phan Thiết Lâm Đồng
LD_00167,Little Paris Resort & Spa,Du lịch,khách sạn,10.9527224,108.2503609,"Bánh Kem Kim Ngân, Đường Huỳnh Thúc Kháng, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Little Paris Resort & Spa là khách sạn tại Phan Thiết, Lâm Đồng.",Little Paris Resort & Spa Du lịch khách sạn Phan Thiết Lâm Đồng
LD_00168,Cham Villas Resort,Du lịch,khách sạn,10.9527066,108.2449911,"Hẻm 210 Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Cham Villas Resort là khách sạn tại Phan Thiết, Lâm Đồng.",Cham Villas Resort Du lịch khách sạn Phan Thiết Lâm Đồng
LD_00169,Resort Hoàng Ngọc,Du lịch,khách sạn,10.9550187,108.2383177,"Tiệm Sửa Xe Honda Lê Thành, Đường Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Resort Hoàng Ngọc là khách sạn tại Phan Thiết, Lâm Đồng.",Resort Hoàng Ngọc Du lịch khách sạn Phan Thiết Lâm Đồng
LD_00170,Muine Watergate Resort,Du lịch,khách sạn,10.9546711,108.2372502,"ATM Vietcombank, 152 Đường Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Muine Watergate Resort là khách sạn tại Phan Thiết, Lâm Đồng.",Muine Watergate Resort Du lịch khách sạn Phan Thiết Lâm Đồng
LD_00171,Mai Am Guest House,Du lịch,khách sạn,10.9543709,108.2367245,"Đường Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Mai Am Guest House là khách sạn tại Phan Thiết, Lâm Đồng.",Mai Am Guest House Du lịch khách sạn Phan Thiết Lâm Đồng
LD_00172,Dynasty Beach Mui Ne Resort,Du lịch,khách sạn,10.9548344,108.2342891,"Đường Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Dynasty Beach Mui Ne Resort là khách sạn tại Phan Thiết, Lâm Đồng.",Dynasty Beach Mui Ne Resort Du lịch khách sạn Phan Thiết Lâm Đồng
LD_00173,Pacific Beach Resort,Du lịch,khách sạn,10.9549608,108.2335059,"140A Đường Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Pacific Beach Resort là khách sạn tại Phan Thiết, Lâm Đồng.",Pacific Beach Resort Du lịch khách sạn Phan Thiết Lâm Đồng
LD_00174,Rang Garden Resort,Du lịch,khách sạn,10.9553505,108.2329587,"Nhà Hàng Hill's Burgeria, 233C Đường Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Rang Garden Resort là khách sạn tại Phan Thiết, Lâm Đồng.",Rang Garden Resort Du lịch khách sạn Phan Thiết Lâm Đồng
LD_00175,Small market,Du lịch,chợ truyền thống,10.947351,108.200097,"Kim Village, 69/1 Đường Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Small market là chợ truyền thống tại Phan Thiết, Lâm Đồng.",Small market Du lịch chợ truyền thống Phan Thiết Lâm Đồng
