id,name,domain,category_vi,latitude,longitude,address,district,province_new,description,search_text
LC_00051,Bảo tàng dân tộc tỉnh Lai Châu,Du lịch,bảo tàng,22.3915589,103.4716174,"Tân Phong, Lai Châu",Lai Châu,Lai Châu,"Bảo tàng dân tộc tỉnh Lai Châu là bảo tàng tại Lai Châu, Lai Châu.",Bảo tàng dân tộc tỉnh Lai Châu Du lịch bảo tàng Lai Châu Lai Châu
LC_00052,Chợ Trung tâm Thương mại,Du lịch,chợ truyền thống,22.3830754,103.4712733,"Đường Hoàng Văn Thái, Tân Phong, Lai Châu, 30110",Lai Châu,Lai Châu,"Chợ Trung tâm Thương mại là chợ truyền thống tại Lai Châu, Lai Châu.",Chợ Trung tâm Thương mại Du lịch chợ truyền thống Lai Châu Lai Châu
LC_00053,Chợ Đông Phong,Du lịch,chợ truyền thống,22.3830189,103.4882371,"Đường Ba Mươi Tháng Tư, Đông Phong, Lai Châu, 30112",Lai Châu,Lai Châu,"Chợ Đông Phong là chợ truyền thống tại Lai Châu, Lai Châu.",Chợ Đông Phong Du lịch chợ truyền thống Lai Châu Lai Châu
LC_00054,Trường Mầm non Đoàn Kết,Du lịch,chợ truyền thống,22.3956998,103.4590271,"Đường Hồ Tùng Mậu, Tân Phong, Lai Châu, 30109",Lai Châu,Lai Châu,"Trường Mầm non Đoàn Kết là chợ truyền thống tại Lai Châu, Lai Châu.",Trường Mầm non Đoàn Kết Du lịch chợ truyền thống Lai Châu Lai Châu
LC_00055,Nhà khách Hương Phong,Du lịch,khách sạn,22.3930953,103.4740281,"Đường Thanh Niên, Tân Phong, Lai Châu, 30110",Lai Châu,Lai Châu,"Nhà khách Hương Phong là khách sạn tại Lai Châu, Lai Châu.",Nhà khách Hương Phong Du lịch khách sạn Lai Châu Lai Châu
LC_00056,Công viên Hồ Thuỷ Sơn,Du lịch,công viên,22.3890771,103.4683592,"Tân Phong, Lai Châu",Lai Châu,Lai Châu,"Công viên Hồ Thuỷ Sơn là công viên tại Lai Châu, Lai Châu.",Công viên Hồ Thuỷ Sơn Du lịch công viên Lai Châu Lai Châu
LC_00057,Công viên 1-6,Du lịch,công viên,22.3956595,103.4572096,"Đường Ngô Quyền, Đoàn Kết, Lai Châu, 30109",Lai Châu,Lai Châu,"Công viên 1-6 là công viên tại Lai Châu, Lai Châu.",Công viên 1-6 Du lịch công viên Lai Châu Lai Châu
LC_00058,Chợ Nậm Loỏng,Du lịch,chợ truyền thống,22.4049292,103.4332041,"Đường Trần Can, Quyết Thắng, Lai Châu, 30107",Lai Châu,Lai Châu,"Chợ Nậm Loỏng là chợ truyền thống tại Lai Châu, Lai Châu.",Chợ Nậm Loỏng Du lịch chợ truyền thống Lai Châu Lai Châu
LC_00059,Chợ San Thàng,Du lịch,chợ truyền thống,22.3934797,103.5013229,"Quốc Lộ 4D, Đông Phong, Lai Châu, 30112",Lai Châu,Lai Châu,"Chợ San Thàng là chợ truyền thống tại Lai Châu, Lai Châu.",Chợ San Thàng Du lịch chợ truyền thống Lai Châu Lai Châu
LC_00060,Chợ Than Uyên,Du lịch,chợ truyền thống,21.9501117,103.8835892,"Đèo Khau Phạ, Than Uyên, Lai Châu, 30806",Than Uyên,Lai Châu,"Chợ Than Uyên là chợ truyền thống tại Than Uyên, Lai Châu.",Chợ Than Uyên Du lịch chợ truyền thống Than Uyên Lai Châu
LC_00061,Nhà khách Hoa Ban,Du lịch,khách sạn,22.3239074,103.6249016,"Tam Đường, Lai Châu",Tam Đường,Lai Châu,"Nhà khách Hoa Ban là khách sạn tại Tam Đường, Lai Châu.",Nhà khách Hoa Ban Du lịch khách sạn Tam Đường Lai Châu
LC_00062,Chợ Tam Đường,Du lịch,chợ truyền thống,22.3203673,103.6248506,"Quốc Lộ 4D, Tam Đường, Lai Châu, 30206",Tam Đường,Lai Châu,"Chợ Tam Đường là chợ truyền thống tại Tam Đường, Lai Châu.",Chợ Tam Đường Du lịch chợ truyền thống Tam Đường Lai Châu
LC_00063,Công viên Tả Liên Sơn,Du lịch,công viên,22.3243272,103.6214062,"Tam Đường, Lai Châu",Tam Đường,Lai Châu,"Công viên Tả Liên Sơn là công viên tại Tam Đường, Lai Châu.",Công viên Tả Liên Sơn Du lịch công viên Tam Đường Lai Châu
LC_00064,Tre Ngà,Du lịch,khách sạn,22.1403819,103.0307629,"Tỉnh Lộ 127, Nậm Nhùn, Lai Châu, 30507",Nậm Nhùn,Lai Châu,"Tre Ngà là khách sạn tại Nậm Nhùn, Lai Châu.",Tre Ngà Du lịch khách sạn Nậm Nhùn Lai Châu
LC_00065,Công viên Pu Ta Leng,Du lịch,công viên,22.3210865,103.6232408,"Quốc Lộ 4D, Tam Đường, Lai Châu, 30206",Tam Đường,Lai Châu,"Công viên Pu Ta Leng là công viên tại Tam Đường, Lai Châu.",Công viên Pu Ta Leng Du lịch công viên Tam Đường Lai Châu
LC_00066,Công viên Ao cá Bác Hồ,Du lịch,công viên,22.3966992,103.4644092,"Đường Nguyễn Chí Thanh, Tân Phong, Lai Châu, 30110",Lai Châu,Lai Châu,"Công viên Ao cá Bác Hồ là công viên tại Lai Châu, Lai Châu.",Công viên Ao cá Bác Hồ Du lịch công viên Lai Châu Lai Châu
LC_00067,Nhà nghỉ 25A,Du lịch,nhà nghỉ,22.3856737,102.8070362,"Tỉnh Lộ 127, Thị Trấn Mường Tè, Mường Tè, Lai Châu, 30406",Mường Tè,Lai Châu,"Nhà nghỉ 25A là nhà nghỉ tại Mường Tè, Lai Châu.",Nhà nghỉ 25A Du lịch nhà nghỉ Mường Tè Lai Châu
LC_00068,Quảng trường Nhân Dân,Du lịch,địa điểm du lịch,22.3900988,103.4743466,"Đường Lê Lợi, Tân Phong, Lai Châu, 30110",Lai Châu,Lai Châu,"Quảng trường Nhân Dân là địa điểm du lịch tại Lai Châu, Lai Châu.",Quảng trường Nhân Dân Du lịch địa điểm du lịch Lai Châu Lai Châu
